Species	PUL ID	Name	Modularity	Overlap IDs	Overlap Names	Length	Postion_GH154	Count_GH154	Postion_unk	Count_unk	Postion_GH	Count_GH
Geofilum rubicundum JCM 15548	#32813	Predicted PUL 19	GH43_19|GH43_34 unk unk unk GH128 GH43_19 unk SusC SusD unk unk SusC SusD unk unk PL42 GH43_24 GH43_24 GH154 GH154 GH154 GH16_3			22	18, 19, 20	3	1, 2, 3, 6, 9, 10, 13, 14	8	0, 4, 5, 16, 17, 18, 19, 20, 21	9
Hymenobacter aerilatus 5413J-13	#60448	Predicted PUL 33	GH154 GH105 HTCS SusC SusD GH43_24 GH35 GH154 GH31_4 GH95 GH43_19|GH43_34 unk GH43_17 GH105 GH97 GH2 unk PL42 GH16_3			19	0, 7	2	11, 16	2	0, 1, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 18	13
Hymenobacter jejuensis 17J68-5	#39069	Predicted PUL 3	SusC SusD GH16_3 PL42 GH2 Pept_SC GH127 GH43_34 GH35 GH43_24 HTCS GH105 GH154			13	12	1		0	2, 4, 6, 7, 8, 9, 11, 12	8
Hymenobacter norwichensis DSM 15439	#13588	Predicted PUL 18	HTCS GH35 SusC SusD CBM13 GH30_4 unk unk HTCS SusC SusD SusC SusD SusC SusD GH43_24 GH35 GH154			18	17	1	6, 7	2	1, 5, 15, 16, 17	5
Hymenobacter psoromatis PAMC 26554	#21387	Predicted PUL 8	SusC SusD GH50 GH105 GH154 CE15 unk unk CE6 CE20 GH2|CBM unk CBM96|GH136 GH136|CBM96|CE6			14	4	1	6, 7, 11	3	2, 3, 4, 10, 12, 13	6
Hymenobacter qilianensis JCM 19763	#46582	Predicted PUL 20	GH43_24 GH35 GH154 GH154 GH43_19|GH43_34 GH43_17 GH105 unk PL42 GH16_3 SusD SusC			12	2, 3	2	7	1	0, 1, 2, 3, 4, 5, 6, 9	8
Hymenobacter roseosalivarius DSM 11622	#16752	Predicted PUL 3	GH136 SusC SusD GH50 GH105 GH154 unk unk unk unk unk CE6 CE20 MFS			14	5	1	6, 7, 8, 9, 10	5	0, 3, 4, 5	4
Hymenobacter sedentarius DG5B	#21318	Predicted PUL 10	GH154 GH105 HTCS GH35 GH43_24 SusC SusD GH154 GH43_19|GH43_34 GH2 PL42 GH16			12	0, 7	2		0	0, 1, 3, 4, 7, 8, 9, 11	8
Hymenobacter sp. BRD128	#45549	Predicted PUL 8	GH154 GH105 HTCS GH35 GH43_24 SusC SusD GH154 GH51_1 PL42 GH16_3			11	0, 7	2		0	0, 1, 3, 4, 7, 8, 10	7
Hymenobacter sp. GOD-10R	#78508	Predicted PUL 59	GH92 unk unk GH43_18 GH154 GH105 HTCS SusC SusD SusC SusD GH43_24 GH35 GH154 GH43_19|GH43_34 GH31_4 GH43_17 GH105			18	4, 13	2	1, 2	2	0, 3, 4, 5, 11, 12, 13, 14, 15, 16, 17	11
Hymenobacter sp. HDW8	#44008	Predicted PUL 2	CE3 GH154 unk unk GH43_24 GH35 GH43_34 GH105 PL42 unk unk SusD SusC			13	1	1	2, 3, 9, 10	4	1, 4, 5, 6, 7	5
Hymenobacter sp. NBH84	#46521	Predicted PUL 32	GH2 GH105 GH43_17 GH43_19|GH43_34 GH95 GH31_4 GH154 GH35 GH43_24 SusD SusC HTCS GH105 GH154			14	6, 13	2		0	0, 1, 2, 3, 4, 5, 6, 7, 8, 12, 13	11
Hymenobacter tibetensis KACC 21982	#60112	Predicted PUL 34	GH28 unk GH154 SusC SusD unk GH2 GH43_34 GH105 GH43_17			10	2	1	1, 5	2	0, 2, 6, 7, 8, 9	6
Indibacter alkaliphilus LW1	#17373	Predicted PUL 24	HTCS GH154 unk unk unk unk GH13 unk SusD SusC GH147 GH53 HTCS			13	1	1	2, 3, 4, 5, 7	5	1, 6, 10, 11	4
Lacibacter cauensis CGMCC 1.7271	#18132	Predicted PUL 22	GH154 ROK SusC SusD GH29 GH163 GH2 GH29 GH92 unk GH2 GH29 unk GH51_1 GH51_2 GH43_5			16	0	1	9, 12	2	0, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15	11
Lacibacter sediminis S13-6-22	#46105	Predicted PUL 13	GntR SusC SusD unk unk MFS GH33 EPI GH95 GH20 HTCS unk SusD SusC SusD PL42 GH105 GH2 GH16_3 GH43_19|GH43_34 GH146 GH154			22	21	1	3, 4, 11	3	6, 8, 9, 16, 17, 18, 19, 20, 21	9
Lacibacter sediminis S13-6-22	#46109	Predicted PUL 17	HTCS SusC SusD PL33_1 GH88 GH154 GH53 Sulf_1 unk GH2 GH105 SusC SusD unk SusC SusD unk unk SusC unk GH105 CE12 GH43_22 GH2 GH106 unk GH39 unk GH43_37|CBM61 GH2 GH43_29 PL22_2 GH106 GH29 GH159 unk CBM|GH78			37	5	1	8, 13, 16, 17, 19, 25, 27, 35	8	4, 5, 6, 9, 10, 20, 22, 23, 24, 26, 28, 29, 30, 32, 33, 34, 36	17
Leadbetterella byssophila DSM 17132	#8496	Predicted PUL 27	PL42 SusC unk ECF-σ unk unk unk GH43_24 GH154 GH105 SusD SusC HTCS			13	8	1	2, 4, 5, 6	4	7, 8, 9	3
Leeuwenhoekiella blandensis MED217	#17419	Predicted PUL 16	SusD SusC GH43_19|GH43_34 HTCS GH43_24 SusC SusD unk unk unk PL42 GH2 GH97 GH16_3 GH105 GH154 GH2 unk			18	15	1	7, 8, 9, 17	4	2, 4, 11, 12, 13, 14, 15, 16	8
Leeuwenhoekiella palythoae DSM 19859	#42103	Predicted PUL 19	GH2 GH154 GH105 GH154 GH16_3 GH97 GH2 PL42 HTCS GH43_19|GH43_34 SusC SusD			12	1, 3	2		0	0, 1, 2, 3, 4, 5, 6, 9	8
Leeuwenhoekiella palythoae F5	#57453	Predicted PUL 2	GH2 GH154 GH105 GH154 GH16_3 GH97 GH2 PL42 HTCS GH43_19|GH43_34 SusC SusD			12	1, 3	2		0	0, 1, 2, 3, 4, 5, 6, 9	8
Leeuwenhoekiella sp. MAR_2009_132	#18370	Predicted PUL 9	SusD SusC GH43_19|GH43_34 HTCS GH43_24 SusC SusD unk unk unk PL42 GH2 GH97 unk GH16_3 GH154 GH105 GH154 unk unk			20	15, 17	2	7, 8, 9, 13, 18, 19	6	2, 4, 11, 12, 14, 15, 16, 17	8
Lutibacter agarilyticus DSM 29150	#43035	Predicted PUL 16	GH43|CBM6 unk SusC SusD Sulf_1 GH3 GH|CBM6|CBM6 CBM67|GH78|CBM6 unk GH43|CBM6 unk GH106 GH78 PL8 GH2 GH2 GH28 GH28 unk unk GH105 PL38 unk GH154 GH2			25	23	1	1, 8, 10, 18, 19, 22	6	0, 5, 6, 7, 9, 11, 12, 14, 15, 16, 17, 20, 23, 24	14
Mangrovibacterium marinum DSM 28823	#30846	Predicted PUL 29	GH154 GH105 unk SusD SusC SusD SusC GH16_3 HTCS GH43_24			10	0	1	2	1	0, 1, 7, 9	4
Mangrovimonas sp. YM274	#75823	Predicted PUL 7	GH97 unk EPI unk unk unk GH51_2 GH43_26 MFS GH146 GH43_5 GH43_29 GH43_4 GH51_1 SusD SusC unk GH88 PL42 GH154 GH136			21	19	1	1, 3, 4, 5, 16	5	0, 6, 7, 9, 10, 11, 12, 13, 17, 19, 20	11
Maribellus comscasis WC007	#41322	Predicted PUL 25	SusC SusD GH154 unk			4	2	1	3	1	2	1
Mariniflexile sp. TRM1-10	#34303	Predicted PUL 24	HTCS unk SusC SusD GH154|GH16_10 GH88 GH2			7	4	1	1	1	4, 5, 6	3
Mediterranea sp. An20	#36395	Predicted PUL 9	GH154 GH88 unk SusC SusD SusC SusD unk PL33_2|GH105 HTCS GH92 GH92			12	0	1	2, 7	2	0, 1, 8, 10, 11	5
Mucilaginibacter celer HYN0043	#33958	Predicted PUL 44	ECF-σ unk Est GH95 unk GH29 unk unk unk SusD SusC Anti-σ ECF-σ GH43_24 GH154 GH43_34			16	14	1	1, 4, 6, 7, 8	5	3, 5, 13, 14, 15	5
Mucilaginibacter daejeonensis KACC 14964	#57630	Predicted PUL 9	GntR unk SusC SusD PL GH76 GH92 GH76 MFS HTCS SusC SusD PL42 GH88 GH154 GH43_24 GH2 GH35			18	14	1	1	1	5, 6, 7, 13, 14, 15, 16, 17	8
Mucilaginibacter ginsenosidivorax KHI28	#39849	Predicted PUL 29	GH97 GH88 GH154 PL42 SusD SusC Anti-σ unk ECF-σ			9	2	1	7	1	0, 1, 2	3
Mucilaginibacter gossypii cycad4	#77664	Predicted PUL 14	HTCS SusC SusD PL42 GH154 GH43_24 GH2 GH35 unk			9	4	1	8	1	4, 5, 6, 7	4
Mucilaginibacter gossypii P3	#49941	Predicted PUL 33	GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD			11	3	1	8	1	0, 1, 2, 3	4
Mucilaginibacter gossypii P4	#40393	Predicted PUL 10	SusD SusC unk HTCS SusC SusD PL42 GH154 GH43_24 GH2 GH35			11	7	1	2	1	7, 8, 9, 10	4
Mucilaginibacter mali G2-14	#45821	Predicted PUL 10	ECF-σ CE20 GH39 GH154 GH88 GH2 CE6 SusD SusC CBM|CBM|CBM96 HTCS			11	3	1		0	2, 3, 4, 5	4
Mucilaginibacter paludis DSM 18603	#7206	Predicted PUL 30	GH35 GH2 SusD SusC HTCS unk GH2 GH35 GH2 GH43_24 GH154 GH43_34 GH88 PL42 GH16_3 SusD SusC HTCS GH30_4			19	10	1	5	1	0, 1, 6, 7, 8, 9, 10, 11, 12, 14, 18	11
Mucilaginibacter polytrichastri DSM 26907	#26127	Predicted PUL 7	GH28 GH2 GH43_24 GH154 PL42 SusD SusC HTCS CE20			9	3	1		0	0, 1, 2, 3	4
Mucilaginibacter robiniae F39-2	#44875	Predicted PUL 20	GH92 HTCS SusC SusD PL42 GH88 GH154 GH43_24 GH2 GH35 GH16_3			11	6	1		0	0, 5, 6, 7, 8, 9, 10	7
Mucilaginibacter rubeus P1	#40506	Predicted PUL 51	unk GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD			12	4	1	0, 9	2	1, 2, 3, 4	4
Mucilaginibacter rubeus P2	#50164	Predicted PUL 47	GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD			11	3	1	8	1	0, 1, 2, 3	4
Mucilaginibacter rubeus P2-0.1	#50215	Predicted PUL 27	SusD SusC unk HTCS SusC SusD PL42 GH154 GH43_24 GH2 GH35			11	7	1	2	1	7, 8, 9, 10	4
Mucilaginibacter rubeus P2-0.5	#50086	Predicted PUL 40	GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD			11	3	1	8	1	0, 1, 2, 3	4
Mucilaginibacter rubeus P2-22.5	#49841	Predicted PUL 26	SusD SusC unk HTCS SusC SusD PL42 GH154 GH43_24 GH2 GH35			11	7	1	2	1	7, 8, 9, 10	4
Mucilaginibacter rubeus P2-4	#50022	Predicted PUL 47	GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD			11	3	1	8	1	0, 1, 2, 3	4
Mucilaginibacter sabulilitoris SNA2	#77757	Predicted PUL 24	SusC SusD GH35 GH136 unk GH88 GH154 GH43_24 unk unk GH CE20			12	6	1	4, 8, 9	3	2, 3, 5, 6, 7, 10	6
Mucilaginibacter sp. KACC 22063	#72761	Predicted PUL 22	GH51_2 SusC GH36 SusC SusD GH154 GH43_24 GH2 unk GH29 GH146 SusC SusD			13	5	1	8	1	0, 2, 5, 6, 7, 9, 10	7
Mucilaginibacter sp. KACC 22773	#72794	Predicted PUL 4	Anti-σ SusC SusD PL42 GH154 GH88 GH97 ROK MFS GH43_10|CBM91 unk unk			12	4	1	10, 11	2	4, 5, 6, 9	4
Mucilaginibacter sp. NFR10	#42649	Predicted PUL 50	unk GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD			12	4	1	0, 9	2	1, 2, 3, 4	4
Mucilaginibacter sp. PPCGB 2223	#37507	Predicted PUL 14	GH154 GH2 GH26 CE20 GH51_5 unk SusD SusC HTCS GH3 PL7_3 unk SusC SusD GntR			15	0	1	5, 11	2	0, 1, 2, 4, 9	5
Mucilaginibacter sp. SJ	#72569	Predicted PUL 62	SusD SusC unk HTCS SusC SusD PL42 GH154 GH43_24 GH2 GH35			11	7	1	2	1	7, 8, 9, 10	4
Mucilaginibacter sp. SMC90	#60043	Predicted PUL 57	GH35 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD			10	2	1	7	1	0, 1, 2	3
Mucilaginibacter sp. YR332	#42162	Predicted PUL 42	unk GH35 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD			11	3	1	0, 8	2	1, 2, 3	3
Niabella aurantiaca DSM 17617	#8176	Predicted PUL 60	GH154 GH88 GH136 unk SusD SusC unk HTCS			8	0	1	3, 6	2	0, 1, 2	3
Niabella ginsenosidivorans BS26	#23623	Predicted PUL 30	HTCS SusC SusD GH136 PL33_1 GH88 GH154			7	6	1		0	3, 5, 6	3
Niabella soli DSM 19437	#7324	Predicted PUL 6	GH2 unk unk HTCS SusC SusD PL33_1 GH88 GH154			9	8	1	1, 2	2	0, 7, 8	3
Niabella yanshanensis HAMBI_3031	#78303	Predicted PUL 37	GH43_17 unk GH146 HTCS GH43_19|GH43_34 GH2 GH16_3 SusC SusD GH105 GH43_24 GH154 SusC SusD unk unk unk GH2			18	11	1	1, 14, 15, 16	4	0, 2, 4, 5, 6, 9, 10, 11, 17	9
Niabella yanshanensis HAMBI_3031	#78337	Predicted PUL 71	HTCS SusC SusD SusC SusD GH88 GH29 GH154 unk			9	7	1	8	1	5, 6, 7	3
Ohtaekwangia koreensis DSM 25262	#26693	Predicted PUL 24	GH43_24|CBM13|CBM35 SusC SusD GH105 GH154 HTCS GH|GH51_2 unk GH35 GH2			10	4	1	7	1	0, 3, 4, 6, 8, 9	6
Ohtaekwangia kribbensis DSM 25221	#32081	Predicted PUL 41	GH136 GH16 HTCS GH16_10 unk GH43_24 SusC SusD unk GH2 GH35 GH43_34 HTCS GH154 GH105 unk GH43_19 SusD SusC unk GH43_19|GH43_29 Pept_SC unk unk GH92 unk unk SusD SusC GH76 unk			31	13	1	4, 8, 15, 19, 22, 23, 25, 26, 30	9	0, 1, 3, 5, 9, 10, 11, 13, 14, 16, 20, 24, 29	13
Olivibacter sp. SDN3	#47068	Predicted PUL 1	GH154 unk unk SusD SusC Anti-σ ECF-σ			7	0	1	1, 2	2	0	1
Parabacteroides chartae DSM 24967	#43058	Predicted PUL 11	HTCS SusC SusD GH32 GH32 unk MFS unk SusC GH154 unk CE7			12	9	1	5, 7, 10	3	3, 4, 9	3
Parabacteroides goldsteinii BFG-241	#56554	Predicted PUL 67	unk Sulf_1 GH95 GH29 unk GH139 GH105 GH154 SusD SusC Anti-σ ECF-σ			12	7	1	0, 4	2	2, 3, 5, 6, 7	5
Parabacteroides goldsteinii BFG-241	#56556	Predicted PUL 69	SusD unk unk SusC GH88 GH154 HTCS			7	5	1	1, 2	2	4, 5	2
Parabacteroides goldsteinii DSM 19448 = WAL 12034	#56960	Predicted PUL 35	unk Sulf_1 GH95 GH29 unk GH139 GH105 GH154 SusD SusC Anti-σ ECF-σ			12	7	1	0, 4	2	2, 3, 5, 6, 7	5
Parabacteroides gordonii DSM 23371	#14589	Predicted PUL 97	SusC SusD unk unk GH154 GH88			6	4	1	2, 3	2	4, 5	2
Parabacteroides johnsonii An42	#35772	Predicted PUL 9	CBM93|GH33 CE20 HTCS SusC SusD unk GH154 unk			8	6	1	5, 7	2	0, 6	2
Parabacteroides johnsonii DSM 18315	#2889	Predicted PUL 11	CBM93|GH33 CE20 HTCS unk unk SusC SusD unk GH154 unk			10	8	1	3, 4, 7, 9	4	0, 8	2
Parabacteroides johnsonii DSM 18315 (new assembly)	#63263	Predicted PUL 35	CBM93|GH33 CE20 HTCS unk SusC SusD unk GH154 unk			9	7	1	3, 6, 8	3	0, 7	2
Parafilimonas terrae DSM 28286	#32714	Predicted PUL 26	GH105|GH154 PL33_1 SusD SusC			4	0	1		0	0	1
Parapedobacter luteus DSM 22899	#31964	Predicted PUL 66	GH51_1 SusC SusD GH16_3 GH43_17 GH97 unk GH154 GH43_18|GH105			9	7	1	6	1	0, 3, 4, 5, 7, 8	6
Pedobacter africanus DSM 12126	#25412	Predicted PUL 66	GH154 GH88 GH29 SusD SusC unk unk Pept_MA unk unk unk SusD SusC unk unk SusD SusC HTCS			18	0	1	5, 6, 8, 9, 10, 13, 14	7	0, 1, 2	3
Pedobacter africanus DSM 12126	#25422	Predicted PUL 76	SusC SusD GH3 GH154 SusC SusD unk CBM32 GH88 GH106			10	3	1	6	1	2, 3, 8, 9	4
Pedobacter cryoconitis DSM 14825	#20406	Predicted PUL 7	unk PL38 GH154 GH88 PL8_3 GH16_3 SusD SusC HTCS			9	2	1	0	1	2, 3, 5	3
Pedobacter endophyticus JBR3-12	#47670	Predicted PUL 16	HTCS unk SusC SusD SusC SusD GH29 GH88 GH154			9	8	1	1	1	6, 7, 8	3
Pedobacter endophyticus JBR3-12	#47706	Predicted PUL 52	SusC SusD unk GH29 GH35 GH95 PL8_3 GH88 GH154			9	8	1	2	1	3, 4, 5, 7, 8	5
Pedobacter gandavensis WB7	#74178	Predicted PUL 48	SusD SusC unk unk GH20 GH125 unk GH154			8	7	1	2, 3, 6	3	4, 5, 7	3
Pedobacter ginsengisoli T01R-27	#30634	Predicted PUL 22	HTCS SusC SusD GH29 GH154			5	4	1		0	3, 4	2
Pedobacter heparinus DSM 2366	#8837	Predicted PUL 27	ECF-σ Anti-σ SusC SusD unk CBM96 unk GH109 unk unk GH105 unk CE20 GH2|CBM CBM|CBM|CBM96 GH2 GH154 GH88 GH39 SusC SusD SusC SusD unk GH			25	16	1	4, 6, 8, 9, 11, 23	6	7, 10, 13, 15, 16, 17, 18, 24	8
Pedobacter heparinus DSM 2366	#8850	Predicted PUL 40	GH43_26 GH88 GH154 SusD SusC SusD SusC SusC Anti-σ ECF-σ			10	2	1		0	0, 1, 2	3
Pedobacter heparinus DSM 2366	#8886	Predicted PUL 76	GH106 GH88 unk unk SusD SusC Pept_MH GH154 GH3 SusD SusC			11	7	1	2, 3	2	0, 1, 7, 8	4
Pedobacter metabolipauper DSM 19035	#26766	Predicted PUL 35	GH51_2 PL11_1 GH97 GH16_3 unk unk SusD SusC PL42 GH154 GH105 GH43_19|GH43_34 GH51_2 GH51_1 GH43_5			15	9	1	4, 5	2	0, 2, 3, 9, 10, 11, 12, 13, 14	9
Pedobacter nutrimenti DSM 27372	#27088	Predicted PUL 31	HTCS SusC SusD SusC SusD GH136 CBM32 GH2 PL35 GH88 GH154			11	10	1		0	5, 7, 9, 10	4
Pedobacter nyackensis DSM 19625	#42687	Predicted PUL 21	HTCS GH105 GH154 SusC SusD unk unk SusC SusD unk unk			11	2	1	5, 6, 9, 10	4	1, 2	2
Pedobacter nyackensis DSM 19625	#42688	Predicted PUL 22	unk Sulf_1 unk GH105 GH154 GH123_1 Pept_MH GH25 unk unk Pept_MA SusD SusC Anti-σ ECF-σ			15	4	1	0, 2, 8, 9	4	3, 4, 5, 7	4
Pedobacter nyackensis DSM 19625	#42754	Predicted PUL 88	HTCS SusC SusD unk unk SusC SusD unk unk unk Pept_MA unk unk GH20 GH20 SusC SusD GH29 GH88 GH154			20	19	1	3, 4, 7, 8, 9, 11, 12	7	13, 14, 17, 18, 19	5
Pedobacter nyackensis DSM 19625	#42760	Predicted PUL 94	AraC SusC SusD GH88 GH154 GH97 MFS unk GH2 GntR			10	4	1	7	1	3, 4, 5, 8	4
Pedobacter nyackensis DSM 19625	#42785	Predicted PUL 119	HTCS SusC SusD GH88 GH154			5	4	1		0	3, 4	2
Pedobacter rhizosphaerae DSM 18610	#41402	Predicted PUL 15	SusD SusC SusD SusC GH35 GH43_24 GH154 GH105 GH146 PL42 HTCS GH5_13 GH43_26 GH43_31 unk unk SusD SusC			18	6	1	14, 15	2	4, 5, 6, 7, 8, 11, 12, 13	8
Pedobacter rhizosphaerae DSM 18610	#41436	Predicted PUL 49	HTCS unk SusC SusD SusC SusD unk unk GH29 GH88 GH154			11	10	1	1, 6, 7	3	8, 9, 10	3
Pedobacter riviphilus SW-16	#46628	Predicted PUL 5	HTCS SusC SusD GH95 PL8_3 GH88 GH154 unk unk			9	6	1	7, 8	2	3, 5, 6	3
Pedobacter riviphilus SW-16	#46649	Predicted PUL 26	HTCS PL42 GH43_19|GH43_34 GH105 GH154 GH43_24 GH35 SusC SusD SusC SusD GH16_3			12	4	1		0	2, 3, 4, 5, 6, 11	6
Pedobacter roseus KACC 11594	#46997	Predicted PUL 3	SusC SusD HTCS SusC SusD unk PL8_3 GH88 GH154 unk unk			11	8	1	5, 9, 10	3	7, 8	2
Pedobacter roseus KACC 11594	#47032	Predicted PUL 38	SusC SusD GH159 GH2 GH39 SusD SusC unk unk SusD SusC unk GH106 unk GH31_9 GH115 GH105 GH2 CE12 CE12 PL11_1 unk GH28 GH51_2 GH51_1 GH97 GH43_18 GH43_29 unk GH28 unk unk SusD SusC GH127 GH35 GH43_24 SusD SusC GH154 GH105 GH43_19|GH43_34 PL42 HTCS			44	39	1	7, 8, 11, 13, 21, 28, 30, 31	8	2, 3, 4, 12, 14, 15, 16, 17, 22, 23, 24, 25, 26, 27, 29, 34, 35, 36, 39, 40, 41	21
Pedobacter soli DSM 18609	#41488	Predicted PUL 22	Anti-σ ECF-σ SusC SusD unk unk SusC SusD unk unk unk Pept_MA unk unk HTCS unk GH88 GH154			18	17	1	4, 5, 8, 9, 10, 12, 13, 15	8	16, 17	2
Pedobacter soli DSM 18609	#41515	Predicted PUL 49	Sulf_1 HTCS PL42 GH43_19|GH43_34 GH105 GH154 GH43_24 GH35 SusC SusD			10	5	1		0	3, 4, 5, 6, 7	5
Pedobacter soli DSM 18609	#41530	Predicted PUL 64	unk unk GH154 GH88 PL8_3 GH95 SusD SusC SusD SusC HTCS			11	2	1	0, 1	2	2, 3, 5	3
Pedobacter sp. D749	#54784	Predicted PUL 15	HTCS PL42 GH43_19|GH43_34 GH105 GH154 GH43_24 GH35 SusC SusD			9	4	1		0	2, 3, 4, 5, 6	5
Pedobacter sp. HDW13	#44045	Predicted PUL 11	GH95 GH154 GH105 CBM32 SusD SusD unk SusC SusD SusC unk HTCS			12	1	1	6, 10	2	0, 1, 2	3
Pedobacter sp. HDW13	#44073	Predicted PUL 39	SusC SusD HTCS unk SusC SusD PL8_3 GH88 GH154 unk unk			11	8	1	3, 9, 10	3	7, 8	2
Pedobacter sp. HDW13	#44096	Predicted PUL 62	Sulf_1 HTCS PL42 GH43_19|GH43_34 GH105 GH154 GH43_24 unk SusC SusD SusC SusD SusC SusD unk unk GH16_3			17	5	1	7, 14, 15	3	3, 4, 5, 6, 16	5
Pedobacter sp. KBS0701	#40750	Predicted PUL 38	SusD SusC GH35 GH43_24 GH154 GH105 GH43_19|GH43_34 PL42 HTCS			9	4	1		0	2, 3, 4, 5, 6	5
Pedobacter sp. Leaf194	#55654	Predicted PUL 21	CBM48|GH13_10 GH13_26|GH77 unk GH51_2 GH16_3 GH35 GH43_24 SusD SusC GH154 GH105 GH43_19|GH43_34 PL42 GH146 HTCS			15	9	1	2	1	0, 1, 3, 4, 5, 6, 9, 10, 11, 13	10
Pedobacter sp. OK626	#43124	Predicted PUL 25	GH154 GH88 GH29 unk unk Pept_MA unk unk unk SusD SusC unk unk SusD SusC HTCS			16	0	1	3, 4, 6, 7, 8, 11, 12	7	0, 1, 2	3
Pedobacter sp. OK626	#43187	Predicted PUL 88	SusC SusD GH3 GH154 SusC SusD unk CBM32 GH106			9	3	1	6	1	2, 3, 8	3
Pedobacter sp. OK626	#43216	Predicted PUL 117	ECF-σ Anti-σ SusC SusD unk unk GH105 GH154 HTCS unk SusC SusD unk GH2 GH16_3			15	7	1	4, 5, 9, 12	4	6, 7, 13, 14	4
Pedobacter sp. PAMC26386	#46957	Predicted PUL 35	unk PL38 GH154 GH88 PL8_3 SusD SusC HTCS			8	2	1	0	1	2, 3	2
Pedobacter sp. SL55	#73043	Predicted PUL 4	unk unk unk Pept_MA unk unk unk SusD unk SusC unk unk SusD unk SusC GH154 GH88			17	15	1	0, 1, 2, 4, 5, 6, 8, 10, 11, 13	10	15, 16	2
Phocaeicola dorei 1	#74453	Predicted PUL 4	unk unk GH154 unk unk GH2 GH2 unk SusC unk SusD unk GH28 GH28 GH43_24 GH43_24 HTCS unk GH43_18			19	2	1	0, 1, 3, 4, 7, 9, 11, 17	8	2, 5, 6, 12, 13, 14, 15, 18	8
Phocaeicola dorei 2	#74437	Predicted PUL 58	Anti-σ ECF-σ unk SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42			16	14	1	2, 13	2	5, 6, 7, 14	4
Phocaeicola dorei 5_1_36 D4	#10049	Predicted PUL 42	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH106 GH154 GH88 GH2 GH43_10|CBM91 HTCS GH78 Est GH27|CBM35 CE20 GH2 GH28 SusD SusC Anti-σ ECF-σ			27	5, 12	2	2	1	0, 1, 4, 5, 6, 10, 11, 12, 13, 14, 15, 17, 19, 21, 22	15
Phocaeicola dorei 5_1_36 D4	#10063	Predicted PUL 56	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			13	1	1	2	1	1, 8, 9, 10	4
Phocaeicola dorei An16	#35196	Predicted PUL 36	ECF-σ Anti-σ SusC SusD GH43_10|CBM91 GH43_10|CBM91 GH146 HTCS GH43_10|CBM91 unk GH88 GH154 GH106 GH2 SusC SusD GH106 GH28|GH43_24 HTCS unk GH43_18 GH140			22	11	1	9, 19	2	4, 5, 6, 8, 10, 11, 12, 13, 16, 17, 20, 21	12
Phocaeicola dorei An16	#35216	Predicted PUL 56	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42			14	12	1	9, 11	2	2, 3, 4, 12	4
Phocaeicola dorei An41	#35267	Predicted PUL 32	PL42 GH105|GH154 unk HTCS unk SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC			14	1	1	2, 4	2	1, 9, 10, 11	4
Phocaeicola dorei An41	#35277	Predicted PUL 42	GH140 GH43_18 unk HTCS GH28|GH43_24 GH106 SusD SusC GH2 GH154 GH88 GH2 GH43_10|CBM91 HTCS			14	9	1	2	1	0, 1, 4, 5, 8, 9, 10, 11, 12	9
Phocaeicola dorei CL02T00C15	#14672	Predicted PUL 65	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH106 GH154 GH88 GH2			15	5, 12	2	2	1	0, 1, 4, 5, 6, 10, 11, 12, 13, 14	10
Phocaeicola dorei CL02T12C06	#15377	Predicted PUL 61	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH106 GH154 GH88 GH2			15	5, 12	2	2	1	0, 1, 4, 5, 6, 10, 11, 12, 13, 14	10
Phocaeicola dorei CL03T12C01	#15936	Predicted PUL 55	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH106 unk GH154 GH88 GH2 GH43_10|CBM91 HTCS GH78 unk GH43_19 GH88|GH154 SusD SusC			24	5, 13, 21	3	2, 12, 19	3	0, 1, 4, 5, 6, 10, 11, 13, 14, 15, 16, 18, 20, 21	14
