Species	PUL ID	Name	Modularity	Overlap IDs	Overlap Names
Proteiniphilum saccharofermentans	#24674	Predicted PUL 17	GH51_2 GH35|CBM32 GH146|GH43_19|GH43_34 GH43_19 GH51_2 unk unk GH43_5 unk unk GH51_1 HTCS GH97 unk HTCS GH136 CE20 GH43_24 GH136 GH35 SusD SusC unk GH28 GH28 PL11 GH105 unk unk unk GH28 GH106 GH28 GH105 CE12 unk GH105|CE12 SusD SusC GH2 HTCS GH43_18 SusC unk GH43_17 GH2 GH30_4 SusD SusC unk HTCS GH43_24|GH16_3 unk SusD SusC SusD SusC HTCS GH2 GH154 GH105 SusD SusC HTCS		
Proteiniphilum saccharofermentans	#24690	Predicted PUL 33	unk unk SusC SusD unk unk unk GH154 GH140		
Rhodonellum psychrophilum GCM71 = DSM 17998	#17859	Predicted PUL 11	SusC SusD GH16_3 GH154 PL42 GH88 GH43_19|GH43_34		
Rudanella lutea DSM 19387	#8218	Predicted PUL 12	unk unk unk GH154 GH105 SusD SusC		
Rufibacter tibetensis 1351	#22393	Predicted PUL 8	SusC SusD GH43_29 GH39 GH43_19 GH43_19|GH43_34 GH35|CBM32 GH43_17 GH154 GH16_3 unk GH105 PL42 GH43_24 GH154 unk ECF-σ		
Runella limosa DSM 17973	#14441	Predicted PUL 1	unk unk unk unk SusC SusD PL10_1 CE8 GH33 unk GH95 unk SusC SusD PL1_2 unk GH43_18 GH143 GH138 GH142 unk unk GH154 unk		
Runella sp. SP2	#36460	Predicted PUL 41	unk GH154 unk unk unk GH142 GH138 GH143 GH43_18 unk PL1_2 SusD SusC unk GH95 unk GH33 CE8 PL10_1 SusD SusC unk unk unk		
Saccharicrinis fermentans DSM 9555	#9987	Predicted PUL 34	HTCS SusC SusD GH2 GH105 unk GH154		
Salegentibacter salinarum DSM 23400	#42224	Predicted PUL 10	GH130_8 unk unk GH43_34 GH2 GH2 PL42 GH43_17 GH2 GH30_4 SusD SusC HTCS SusD SusC GH43_24 GH43_19|GH43_34 GH97 GH154 GH105 GH43_18 GH105 GH106 SusC SusD GH31_9 unk GH28 GH43_37|CBM61 GH2 GH115 CE12|CE12 GH2 CE12 GntR		
Segatella buccae ATCC 33574	#11379	Predicted PUL 12	GH43_12|CBM91 unk GH10|CBM4 unk SusD SusC SusD SusC GH5_21 GH3 unk Est GH43_24 GH154 GH105 unk unk unk SusC SusD SusC SusD unk GH128 unk GH127 HTCS unk CE|GH43_10|CBM91 unk GH115 CE6|CBM48|CE		
Segatella buccae D17	#10889	Predicted PUL 14	GH43_12|CBM91 unk GH10|CBM4 unk SusD SusC SusD SusC GH5_21 GH3 Est GH43_24 unk GH154 GH105 unk SusC SusD GH128 unk GH127 HTCS unk SusD SusC GH115 CE6|CBM48|CE HTCS SusD SusC unk HTCS		
Segatella copri AF10-17	#50773	Predicted PUL 9	GH51_2 GH2 GH105 GH154 GH43_24 SusD SusC HTCS unk PL11_1		
Segatella copri AF15-25	#52163	Predicted PUL 20	PL11_1 unk HTCS SusC SusD GH43_24 GH154 GH105 GH2 GH51_2		
Segatella copri AM16-54	#52409	Predicted PUL 22	GH51_2 GH2 GH105 GH154 GH43_24 CBM32 SusD SusC SusD SusC HTCS		
Segatella copri AM42-23AC	#52428	Predicted PUL 9	PL11_1 unk HTCS SusC SusD GH43_24 GH154 GH105 GH2 GH51_2		
Segatella copri H-2383	#76648	Predicted PUL 21	unk Pept_MA unk unk unk Pept_MA SusD SusC unk unk GH51_2 GH2 GH105 GH154 unk unk PL33_1		
Segatella copri H-2497	#76595	Predicted PUL 3	GH51_2 GH2 GH105 GH154 GH43_24 unk SusD SusC HTCS		
Segatella copri MAG02	#79716	Predicted PUL 18	GH51_2 GH2 GH105 GH154 GH43_24 CBM32 SusD SusC SusD SusC unk HTCS		
Segatella copri MAG04	#79778	Predicted PUL 6	GH51_2 unk GH2 GH105 GH154 GH43_24 CBM32 unk SusD SusC SusD SusC unk HTCS		
Segatella copri MAG101	#79640	Predicted PUL 27	GH127 unk unk GH105 GH154 GH43_24 GH128 unk GH51_2|GH43_19 unk SusD SusC unk unk SusD SusC unk HTCS unk PL9_1		
Segatella copri MAG138	#79694	Predicted PUL 28	unk SusC SusD unk GH51_2|GH43_19 unk GH128 GH43_24 GH154 GH105 GH127		
Segatella copri MAG48	#79593	Predicted PUL 2	GH51_2 GH2 GH105 GH154 GH43_24 HTCS unk PL33_1 unk unk ECF-σ GH127 unk GH97 unk GH115 SusD SusC HTCS GH43_19|GH43_29|GH43_34		
Segatella copri P43C7771105_G5_1_JG_bc1001	#79477	Predicted PUL 13	GH51_2 GH2 GH105 GH154 GH43_24 CBM32 SusD SusC SusD SusC HTCS unk SusC SusD PL33_1		
Segatella maculosa DSM 19339	#11275	Predicted PUL 10	GH105 unk GH154 PL33_1 GH43_24 GH16 SusD SusC SusD SusC		
Segatella maculosa OT 289	#10913	Predicted PUL 6	GH105 unk GH154 PL33_1 GH43_24 GH16_3 SusD SusC SusD SusC		
Segatella paludivivens DSM 17968	#12130	Predicted PUL 3	HTCS unk SusC SusD GH154 GH105		
Seramator thermalis SYSU GA16112	#57587	Predicted PUL 12	GH146 GH97 GH51_1 HTCS SusC SusD GH154 GH16_3|GH43_24 PL42 GH105 GH2 GH92		
Sinomicrobium kalidii HD2P242	#58399	Predicted PUL 57	SusC SusD GH16_10|GH154 PL42 GH88		
Sinomicrobium oceani CGMCC 1.12145	#18167	Predicted PUL 14	SusC SusD unk GH154|GH16_10 PL42 GH88		
Solitalea koreensis DSM 21342	#32178	Predicted PUL 10	unk GH35|CBM32 Pept_MA unk unk GH95 GH154 GH88 GH154 GH105 PL SusD SusC SusD SusC		
Solitalea lacus S2-8	#59189	Predicted PUL 18	GH3 GH74|CBM96|CBM96|CBM32 unk unk GH154 GH105 SusD SusC SusD SusC		
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	#29315	Predicted PUL 3	HTCS SusC SusD SusC SusD GH95 PL8_3 GH88 GH154 unk unk		
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	#29334	Predicted PUL 22	Sulf_1 HTCS PL42 GH43_19|GH43_34 GH105 GH154 GH43_24 GH35 SusC SusD SusC SusD GH16_3		
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	#29360	Predicted PUL 48	GH154 GH105 GH43_10|CBM91 CBM32 SusD SusC SusD SusC unk		
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	#29361	Predicted PUL 49	HTCS GH154 GH88 unk unk Pept_MA unk unk unk SusD SusC unk unk SusD SusC		
Sphingobacterium bambusae KACC 22910	#77214	Predicted PUL 52	GH88 GH95 GH95 HTCS SusC SusD PL33_1 GH154 GH88		
Sphingobacterium daejeonense NCTC13534	#38164	Predicted PUL 44	GH20 unk unk unk SusC SusD PL33_1 GH154 GH88		
Sphingobacterium faecium WB1	#70384	Predicted PUL 1	HTCS unk GH105 GH154 PL42 GH154 SusC SusD unk unk unk unk CE12 GH105 GH43_18 GH2 GH28 PL11_1 CE12 CE12 GH105 unk GH106 SusC SusD GntR		
Sphingobacterium faecium WB1	#70428	Predicted PUL 45	GH88 GH154 SusD SusC HTCS GH88		
Sphingobacterium faecium WB8	#74232	Predicted PUL 22	GH88 GH154 SusD SusC HTCS GH88		
Sphingobacterium faecium WB8	#74257	Predicted PUL 47	HTCS GH105 GH154 PL42 GH154 SusC SusD unk unk unk unk CE12 GH105 GH43_18 GH2 GH28 PL11_1 CE12 CE12 GH105 unk GH106 SusC SusD GntR		
Sphingobacterium multivorum BIGb0170	#46237	Predicted PUL 14	SusC SusD unk SusC SusD unk unk GH43_10|CBM91 unk GH154 GH97 ECF-σ unk unk unk unk		
Sphingobacterium multivorum BIGb0170	#46276	Predicted PUL 53	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC		
Sphingobacterium multivorum BIGb0170	#46290	Predicted PUL 67	GH88 GH154 SusD SusC HTCS GH88 GH95		
Sphingobacterium multivorum DSM 11691	#41653	Predicted PUL 41	GH88 GH154 SusD SusC HTCS GH88 GH95 GH95		
Sphingobacterium multivorum DSM 11691	#41669	Predicted PUL 57	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC unk ECF-σ		
Sphingobacterium multivorum FDAARGOS_1140	#48284	Predicted PUL 17	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC unk ECF-σ		
Sphingobacterium multivorum FDAARGOS_1141	#48407	Predicted PUL 61	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC		
Sphingobacterium multivorum FDAARGOS_1141	#48424	Predicted PUL 78	GH88 GH154 SusD SusC HTCS GH88 GH95		
Sphingobacterium multivorum FDAARGOS_1142	#47986	Predicted PUL 6	GH95 GH88 HTCS SusC SusD GH154 GH88		
Sphingobacterium multivorum FDAARGOS_1142	#48003	Predicted PUL 23	SusC SusD GH16_3|GH43_24 GH2 HTCS GH105 GH154 PL42		
Sphingobacterium multivorum FDAARGOS_1142	#48040	Predicted PUL 60	unk unk unk unk ECF-σ unk GH97 GH154 unk GH43_10|CBM91 GH2|CBM32 GH35 GH95 Pept_MA CBM32 SusD SusC Anti-σ ECF-σ		
Sphingobacterium multivorum FDAARGOS_1143	#48197	Predicted PUL 46	GH95 GH88 HTCS SusC SusD GH154 GH88		
Sphingobacterium multivorum FDAARGOS_1143	#48210	Predicted PUL 59	ECF-σ ECF-σ unk SusC SusD GH16_3|GH43_24 GH2 HTCS GH105 GH154 PL42		
Sphingobacterium multivorum FDAARGOS_1203	#49402	Predicted PUL 1	GH95 GH95 GH88 HTCS SusC SusD GH154 GH88		
Sphingobacterium multivorum FDAARGOS_1203	#49460	Predicted PUL 59	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC unk ECF-σ		
Sphingobacterium nematocida DSM 24091	#42309	Predicted PUL 61	PL8_3 GH88 GH154 SusD SusC HTCS GH95 GH88		
Sphingobacterium oryzagri KACC 22765	#72685	Predicted PUL 14	GH88 GH95 HTCS SusC SusD PL33_1 GH154 GH88 unk		
Sphingobacterium psychroaquaticum DSM 22418	#26276	Predicted PUL 36	unk unk unk unk EPI GH97 GH43_29 GH51_2 GH146 SusC SusD GH43_19|GH43_34 GH2 GH105 GH154 PL42 unk ECF-σ		
Sphingobacterium psychroaquaticum SJ-25	#37444	Predicted PUL 27	unk unk unk unk EPI GH97 GH43_29 GH51_2 GH146 SusC SusD GH43_19|GH43_34 GH2 GH105 GH154 PL42 unk ECF-σ		
Sphingobacterium siyangense CGMCC 1.6855	#17912	Predicted PUL 4	CBM96 GH88 GH154 SusD SusC HTCS GH88 GH95		
Sphingobacterium siyangense CGMCC 1.6855	#17930	Predicted PUL 22	SusC SusD GH16_3|GH43_24 GH2 HTCS GH105 GH154 PL42		
Sphingobacterium siyangense FTD2	#60969	Predicted PUL 14	GH95 GH88 HTCS SusC SusD GH154 GH88 CBM96		
Sphingobacterium siyangense FTD2	#60985	Predicted PUL 30	SusC SusD GH16_3|GH43_24 GH2 HTCS GH105 GH154 PL42		
Sphingobacterium siyangense PDNC006 	#49567	Predicted PUL 1	GH88 GH154 SusD SusC HTCS GH88 GH95		
Sphingobacterium siyangense PDNC006 	#49647	Predicted PUL 81	PL42 GH154 GH105 HTCS GH2 GH16_3|GH43_24 SusD SusC		
Sphingobacterium sp. B29	#24536	Predicted PUL 14	GH95 GH88 HTCS SusC SusD GH154 GH88 CBM96		
Sphingobacterium sp. B29	#24552	Predicted PUL 30	SusC SusD GH16_3|GH43_24 GH2 HTCS GH105 GH154 PL42		
Sphingobacterium sp. dk4302	#40831	Predicted PUL 33	GH2 GH88 GH154 PL33_1 SusD SusC		
Sphingobacterium sp. DR205	#43782	Predicted PUL 17	GH95 GH88 HTCS SusC SusD GH154 GH88 GH154		
Sphingobacterium sp. DR205	#43850	Predicted PUL 85	SusD SusC GH154 PL42 GH154 GH105 HTCS		
Sphingobacterium sp. ML3W	#20789	Predicted PUL 23	GH146 GH51_2 GH51_2 GH43_19 SusC SusD unk GH43_19|GH43_34 GH97 GH105 GH154		
Sphingobacterium sp. ML3W (other)	#73449	Predicted PUL 64	SusC SusD PL33_1 GH154 GH88 PL8_3 Sulf_1		
Sphingobacterium sp. ML3W (other)	#73452	Predicted PUL 67	GH88 GH154 SusD SusC HTCS GH88 GH95		
Sphingobacterium sp. PCS056	#60812	Predicted PUL 9	GH88 GH154 SusD SusC HTCS GH88		
Sphingobacterium sp. PCS056	#60834	Predicted PUL 31	HTCS GH105 GH154 PL42 GH154 SusC SusD unk unk unk unk CE12 GH105 GH43_18 GH2 GH28 PL11_1 CE12 CE12 GH105 unk GH106 SusC SusD GntR		
Sphingobacterium sp. PM2-P1-29	#22356	Predicted PUL 32	GH88 unk HTCS SusC SusD GH154 GH88		
Sphingobacterium sp. PM2-P1-29	#22373	Predicted PUL 49	GntR SusD SusC GH106 unk GH105 CE12 CE12 PL11_1 GH28 GH2 GH43_18 GH105 CE12 unk unk unk unk SusD SusC GH154 PL42 GH154 GH105 HTCS		
Sphingobacterium sp. SRCM116780	#58837	Predicted PUL 33	GH88 GH154 SusD SusC HTCS GH88 PL33_1		
Sphingobacterium sp. UDSM-2020	#47401	Predicted PUL 10	GH88 GH154 SusD SusC HTCS GH88 PL33_1 GH95		
Sphingobacterium sp. UDSM-2020	#47419	Predicted PUL 28	HTCS GH105 GH154 PL42 GH154 SusC SusD		
Sphingobacterium sp. UGAL515B_05	#76986	Predicted PUL 25	GH88 GH154 SusD SusC HTCS GH88 GH95		
Sphingobacterium sp. UGAL515B_05	#77012	Predicted PUL 51	HTCS GH105 GH154 PL42 GH154 SusC SusC SusD		
Sphingobacterium sp. UGAL515B_05	#77028	Predicted PUL 67	SusC SusD GH139 unk unk GH120 GH92 GH29 GH154 unk GH3 GH2 unk GH43_28		
Sphingobacterium sp. WM	#73850	Predicted PUL 45	GH20 SusC SusD PL33_1 GH154 GH88		
Sphingobacterium spiritivorum ATCC 33861	#9819	Predicted PUL 19	GH88 GH95 GH88 GH154 SusD SusC unk HTCS		
Sphingobacterium spiritivorum FDAARGOS_1144	#48116	Predicted PUL 38	HTCS SusC SusD GH154 GH88 GH95 GH88		
Sphingobacterium spiritivorum FDAARGOS_1145	#47941	Predicted PUL 32	HTCS SusC SusD GH154 GH88 unk GH88		
Sphingobacterium spiritivorum FDAARGOS_1145	#47952	Predicted PUL 43	SusD SusC GH88 GH154 unk HTCS		
Sphingobacterium spiritivorum FDAARGOS_1146	#47860	Predicted PUL 24	GH88 GH95 GH88 GH154 SusD SusC HTCS		
Sphingobacterium spiritivorum HAMBI_1896	#78202	Predicted PUL 9	HTCS SusC SusD GH154 GH88 GH95 GH88		
Sphingobacterium thalpophilum BAA-1094	#80035	Predicted PUL 27	PL42 GH154 GH105 HTCS unk unk GH16_3|GH43_24 SusD SusC unk ECF-σ ECF-σ		
Sphingobacterium thalpophilum BAA-1094	#80048	Predicted PUL 40	CBM96 GH88 GH154 SusD unk SusC HTCS unk GH88 GH95		
Sphingobacterium thalpophilum DSM 11723	#18628	Predicted PUL 25	GH43_5 GH43_4 SusD SusC HTCS GH105 GH154 PL42|GH154 SusC SusD		
Sphingobacterium thalpophilum NCTC11429	#38049	Predicted PUL 21	GH43_5 GH43_4 SusD SusC HTCS GH105 GH154 PL42|GH154 SusC SusD		
Sphingobacterium wenxiniae DSM 22789	#25524	Predicted PUL 17	PL8_3 SusD SusC unk GH88 GH154 HTCS PL33_1 GH88		
Spirosoma endophyticum DSM 26130	#27034	Predicted PUL 49	GH154 GH78 unk SusC SusD unk GH13		
Spirosoma sp. KUDC1026	#45881	Predicted PUL 22	HTCS GH105 unk unk unk GH78 GH154 GH105 GH43_24 GH16_3 SusD SusC HTCS		
Tamlana fucoidanivorans CW2-9	#63079	Predicted PUL 10	GH154 GH105 GH29 GH3 HTCS unk SusD unk SusD SusC unk unk Sulf_1 unk		
Tamlana nanhaiensis FHC16	#32445	Predicted PUL 5	unk unk unk GH154 CBM13 unk GH51_1 GH128 GH43_19|GH43_34 GH29 unk GH31_4 GH2 unk GH43_17 unk GH27|CBM51 GH43_29 unk GH43_19|GH43_29 GH43_19 GH43_19|GH43_34 GH2 unk GH16_10 unk unk SusD SusC GH2 GH105 PL42 HTCS		
Tamlana nanhaiensis FHC16	#32446	Predicted PUL 6	GH128 unk GH154 CBM13 GH43_19 GH43_19 GH105 GH2 GH115 SusD SusC HTCS GH115 unk unk GH39|CBM84 GH43_34 MFS HTCS GH115 GH92 GH2 GH28 GH92 SusD SusC		
Wenyingzhuangia fucanilytica CZ1127	#23682	Predicted PUL 7	GH2 unk GH105|GH154 CBM102 unk SusD SusC Sulf_1 Sulf_1 GH16_11 GH117 GH16_11 GH16_14 unk GH29 unk unk unk unk unk MFS unk HTCS		
Xylanibacter brevis ATCC 19188	#6224	Predicted PUL 17	GH154 GH28 SusC SusD ECF-σ		
Xylanibacter brevis P6B11	#6197	Predicted PUL 12	unk unk ECF-σ unk GH154 GH28 SusC SusD ECF-σ unk unk		
Xylanibacter oryzae DSM 17970	#7400	Predicted PUL 25	GH3 unk HTCS SusC SusD unk GH154 GH43_24 SusC SusD HTCS GH2 GH30_4 GH35|CBM32 unk unk GH51_2 GH2 PL9_1		
Xylanibacter ruminicola 23	#6367	Predicted PUL 17	HTCS GH43_19|GH43_24 SusC SusD GH105 PL33_1 unk GH154 SusD SusC HTCS		
Xylanibacter ruminicola AR32	#6414	Predicted PUL 7	HTCS GH43_24 SusC SusD GH105 PL33_1 GH154 SusD SusC HTCS		
Xylanibacter ruminicola ATCC 19189	#6398	Predicted PUL 19	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS		
Xylanibacter ruminicola BPI-162	#6473	Predicted PUL 7	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS		
Xylanibacter ruminicola BPI-34	#6444	Predicted PUL 9	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS		
Xylanibacter ruminicola D31d	#6507	Predicted PUL 12	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS		
Xylanibacter ruminicola Ga6B6	#6560	Predicted PUL 2	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS		
Xylanibacter ruminicola KHP1	#52626	Predicted PUL 12	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS		
Xylanibacter ruminicola KHT3	#6537	Predicted PUL 9	HTCS GH43_19|GH43_24 SusC SusD GH105 PL33_1 GH154		
Zhouia spongiae HN-Y44	#59934	Predicted PUL 18	GH88 unk SusC SusD GH2 Sulf_1 Sulf_1 GH29 Sulf_1 GH117 unk SusC SusD unk CBM32 Sulf_1 unk PL12_1 unk unk unk unk unk GH154		
Zunongwangia mangrovi DSM 24499	#31240	Predicted PUL 19	GH43_29 GH43_19 GH43_19 GH43_19|GH43_34 GH43_24 GH154 GH16_3 GH2 GH88 PL42 SusD SusC HTCS		
Zunongwangia profunda SM-A87	#9148	Predicted PUL 13	SusC SusD PL42 GH88 GH2 GH16_3 GH154 GH43_24 GH43_19|GH43_34 GH43_19 GH43_19 GH43_29		
Zunongwangia sp. HGR-M22	#72955	Predicted PUL 6	HTCS SusC SusD PL42 GH88 GH2 GH16_3 GH154 GH43_24 GH43_19 GH43_19 GH43_19 GH43_29		
Zunongwangia sp. HRR-M8	#72941	Predicted PUL 18	GH43_29 GH43_19 GH43_19 GH43_24 GH154 GH16_3 GH2 GH88 PL42 SusD SusC HTCS		
Zunongwangia sp. SCSIO 43204	#55271	Predicted PUL 32	GH43_29 unk GH43_19 GH43_19|GH43_34 GH43_24 GH154 GH16_3 GH2 GH88 PL42 unk unk unk SusD SusC HTCS		
Algoriphagus machipongonensis	#14951	CAZyme cluster 2	unk unk GH154 GH109 unk GH113 unk unk unk unk unk GT2 GT2 unk unk unk		
Arachidicoccus terrestris 5GH13-10	#55776	CAZyme cluster 1	unk unk unk unk GH29 GH154 GH88		
Bacteroides faecis 23218	#45746	CAZyme cluster 11	GH35|CBM32 GH43_19 GH51_2 GH31_4 unk GH97 unk GH127 GH43_34 unk GH154 HTCS		
Bacteroides faecium CBA7301	#44348	CAZyme cluster 1	GH154 unk GH29 GH29		
Bacteroides faecium CBA7301	#44349	CAZyme cluster 2	GH35|CBM32 GH43_19 GH51_2 GH97 GH154 GH43_24 PL42 GH105		
Bacteroides finegoldii DSM 17565	#3896	CAZyme cluster 3	GH105 GH154 GH28 GH35|CBM32		
Bacteroides finegoldii DSM 17565	#3898	CAZyme cluster 5	PL42 GH43_24 unk GH154 unk unk unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides finegoldii TSDC17.2	#27269	CAZyme cluster 2	PL42 GH43_24 GH154 GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ilei Marseille-P3208	#47331	CAZyme cluster 6	unk PL42 GH105|GH154 unk GH51_2 GH43_18 GH2 GH43_34|CBM32		
Bacteroides intestinalis DSM 17393	#96	CAZyme cluster 1	GH109 GH2 GH105 GH29 GH154 GH29 HTCS		
Bacteroides ovatus 115	#52885	CAZyme cluster 1	GH35|CBM32 unk GH154 GH105		
Bacteroides ovatus 115	#52888	CAZyme cluster 4	PL42 GH43_24 unk GH154		
Bacteroides ovatus 17.2	#52770	CAZyme cluster 3	GH35|CBM32 GH28 GH154 GH105		
Bacteroides ovatus 17.2	#52772	CAZyme cluster 5	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus 3725 D1 iv	#39587	CAZyme cluster 4	GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus 3_8_47FAA	#2526	CAZyme cluster 3	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus 3_8_47FAA	#2532	CAZyme cluster 9	GH35|CBM32 GH28 GH154 GH105		
Bacteroides ovatus An161	#36042	CAZyme cluster 3	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus An161	#36047	CAZyme cluster 8	GH105 GH154 GH28 GH35|CBM32		
Bacteroides ovatus ATCC 8483	#463	CAZyme cluster 8	GH35|CBM32 GH43_19 GH51_2 GH97 unk unk GH31_4 HTCS unk GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus ATCC 8483 (new assembly)	#28721	CAZyme cluster 6	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus B411	#53005	CAZyme cluster 1	GH35|CBM32 GH28 GH154 GH105		
Bacteroides ovatus B411	#53008	CAZyme cluster 4	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus BFG-107	#56358	CAZyme cluster 2	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus BFG-126	#68360	CAZyme cluster 4	HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus BFG-224	#68763	CAZyme cluster 5	GH35|CBM32 GH43_19 GH51_2 GH97 unk unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus BFG-261	#68925	CAZyme cluster 4	GH35|CBM32 GH43_19 GH51_2 GH97 unk unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus BFG-464	#64799	CAZyme cluster 8	GH35|CBM32 GH154 GH105		
Bacteroides ovatus BFG-465	#66110	CAZyme cluster 7	GH105 GH154 GH35|CBM32		
Bacteroides ovatus C1266	#53347	CAZyme cluster 1	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus C1266	#53353	CAZyme cluster 7	GH35|CBM32 GH28 GH154 GH105		
Bacteroides ovatus C145	#53129	CAZyme cluster 3	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 unk HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus C145	#53132	CAZyme cluster 6	GH105 GH154 GH28 GH35|CBM32		
Bacteroides ovatus CL02T12C04	#15188	CAZyme cluster 6	GH105 PL42 GH43_24 unk GH154 HTCS unk GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus CL03T12C18	#15759	CAZyme cluster 3	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus CL03T12C18	#15761	CAZyme cluster 5	GH105 GH154 GH28 GH35|CBM32		
Bacteroides ovatus CL06T03C20	#51072	CAZyme cluster 1	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus FDAARGOS_1235	#49399	CAZyme cluster 6	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus FDAARGOS_733	#41235	CAZyme cluster 2	GH105 GH154 GH28 GH35|CBM32		
Bacteroides ovatus FDAARGOS_733	#41240	CAZyme cluster 7	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus H-1813	#79277	CAZyme cluster 3	PL42 GH43_24 GH154		
Bacteroides ovatus H-1813	#79283	CAZyme cluster 9	GH105 GH154 GH35|CBM32		
Bacteroides ovatus H-2495	#80503	CAZyme cluster 2	GH105 GH154 GH28 GH35|CBM32		
Bacteroides ovatus NLAE-zl-H304	#13265	CAZyme cluster 2	GH105 PL42 GH43_24 unk GH154 unk unk unk GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus NLAE-zl-H361	#13901	CAZyme cluster 5	GH105 PL42 GH43_24 unk GH154 unk unk unk GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus NLAE-zl-H59	#13793	CAZyme cluster 4	GH105 GH154 GH28 GH35|CBM32		
Bacteroides ovatus NLAE-zl-H59	#13796	CAZyme cluster 7	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus NLAE-zl-H73	#14189	CAZyme cluster 1	GH105 PL42 GH43_24 unk GH154 HTCS GH31_4 unk GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides ovatus NLAE-zl-H73	#14197	CAZyme cluster 9	GH105 GH154 GH28 GH35|CBM32		
Bacteroides ovatus SD CMC 3f	#2213	CAZyme cluster 5	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 unk unk HTCS unk GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus TSDC17.2	#27532	CAZyme cluster 8	GH154 GH28 GH35|CBM32		
Bacteroides ovatus TSDC17.2	#27538	CAZyme cluster 14	GH105 PL42 GH43_24 unk GH154 HTCS		
Bacteroides ovatus V975	#24048	CAZyme cluster 4	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus VPIC145	#61583	CAZyme cluster 3	GH35|CBM32 GH43_19 GH51_2 GH97 unk GH31_4 unk HTCS GH154 unk GH43_24 PL42 GH105		
Bacteroides ovatus VPIC145	#61586	CAZyme cluster 6	GH105 GH154 GH28 GH35|CBM32		
